# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=9) -> e + D2(D1Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  9  1.12138E+01   -5.40010E-09   9.28920E-05  -5.92750E-04   1.45920E-03  -1.62030E-03   6.77910E-04
   1 <-  9  1.14125E+01   -5.14800E-06   1.02480E-02  -4.82960E-02   9.72910E-02  -9.03430E-02   3.14860E-02
   2 <-  9  1.16031E+01   -2.08160E-06   2.60980E-01  -1.25950E+00   2.68460E+00  -2.67330E+00   1.00550E+00
   3 <-  9  1.17856E+01    2.95900E-01   1.19320E+00  -5.90160E+00   1.26740E+01  -1.25730E+01   4.71350E+00
   4 <-  9  1.19604E+01    3.83240E-01   6.90840E-01  -3.57000E+00   7.71670E+00  -7.54170E+00   2.79100E+00
   5 <-  9  1.21275E+01    1.15850E-01   1.09970E-01  -5.32720E-01   1.12030E+00  -1.08450E+00   3.97000E-01
   6 <-  9  1.22870E+01    1.62360E-01   2.68920E-01  -1.33340E+00   2.87190E+00  -2.84550E+00   1.06680E+00
   7 <-  9  1.24391E+01    2.13990E-01   2.55860E-01  -1.29510E+00   2.80010E+00  -2.74930E+00   1.02050E+00
   8 <-  9  1.25838E+01    8.89790E-02  -3.56960E-03   5.02030E-04   1.24370E-02  -9.44850E-03   2.28810E-03
   9 <-  9  1.27211E+01    3.90540E-02   8.08730E-02  -3.80760E-01   8.01080E-01  -7.89350E-01   2.94120E-01
  10 <-  9  1.28510E+01    1.64720E-01   1.32290E-01  -6.75370E-01   1.46440E+00  -1.43420E+00   5.29920E-01
  11 <-  9  1.29736E+01    1.78970E-01   6.99750E-02  -4.00340E-01   9.07760E-01  -8.93830E-01   3.31710E-01
  12 <-  9  1.30887E+01    1.22390E-01   1.36830E-02  -1.01950E-01   2.52490E-01  -2.53930E-01   9.61610E-02
  13 <-  9  1.31963E+01    3.79170E-02  -7.09370E-04  -1.61870E-03   9.64620E-03  -1.22130E-02   5.62020E-03
  14 <-  9  1.32963E+01    3.67820E-02   3.79450E-03  -1.83690E-02   3.69080E-02  -3.29150E-02   1.09690E-02
  15 <-  9  1.33885E+01    9.07080E-02   1.01780E-02  -6.14830E-02   1.37260E-01  -1.28040E-01   4.47980E-02
  16 <-  9  1.34726E+01    1.17680E-01   1.47880E-02  -9.56600E-02   2.20720E-01  -2.10480E-01   7.54960E-02
  17 <-  9  1.35484E+01    1.23430E-01   1.73460E-02  -1.11520E-01   2.58340E-01  -2.48700E-01   9.01050E-02
  18 <-  9  1.36158E+01    1.15110E-01   1.79590E-02  -1.10890E-01   2.54720E-01  -2.46520E-01   8.98170E-02
  19 <-  9  1.36742E+01    9.94330E-02   1.66850E-02  -9.82380E-02   2.22880E-01  -2.16410E-01   7.91220E-02
  20 <-  9  1.37235E+01    8.13260E-02   1.40120E-02  -7.90780E-02   1.77240E-01  -1.72480E-01   6.32100E-02
  21 <-  9  1.37632E+01    6.37520E-02   1.06630E-02  -5.82020E-02   1.29140E-01  -1.25880E-01   4.62150E-02
  22 <-  9  1.37931E+01    4.79070E-02   7.22920E-03  -3.85220E-02   8.48290E-02  -8.27940E-02   3.04400E-02
  23 <-  9  1.38127E+01    3.33060E-02   3.99290E-03  -2.09560E-02   4.59240E-02  -4.48620E-02   1.65100E-02
  24 <-  9  1.38221E+01    1.91900E-02   1.42020E-03  -7.40090E-03   1.61820E-02  -1.58150E-02   5.82300E-03
  25 <-  9  1.38253E+01    1.13730E-02   5.11080E-04  -2.65690E-03   5.80460E-03  -5.67390E-03   2.08940E-03
  26 <-  9  1.38264E+01    4.51820E-03   8.13230E-05  -4.22430E-04   9.22680E-04  -9.01940E-04   3.32160E-04
  DE <-  9  1.38264E+01    4.01950E-01   4.10300E-01  -2.43540E+00   5.49710E+00  -5.53360E+00   2.06830E+00
