# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=9) -> e + D2(Bp1Su) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  9  1.09151E+01   -6.01060E-07   1.98960E-03  -7.78900E-03   1.83150E-02  -2.24730E-02   1.18580E-02
   1 <-  9  1.10847E+01   -1.42550E-06   8.28060E-02  -3.16850E-01   7.70870E-01  -9.55170E-01   4.83880E-01
   2 <-  9  1.12445E+01   -3.05660E-06   6.44100E-01  -2.49470E+00   6.13730E+00  -7.56470E+00   3.74330E+00
   3 <-  9  1.13938E+01    1.50500E-01   5.47220E-01  -2.18160E+00   5.54920E+00  -6.92950E+00   3.44240E+00
   4 <-  9  1.15317E+01    9.02240E-02   7.24200E-02  -2.49460E-01   5.15650E-01  -5.27380E-01   2.22910E-01
   5 <-  9  1.16565E+01    1.14200E-01   1.17480E-01  -4.64740E-01   1.18290E+00  -1.46460E+00   7.22540E-01
   6 <-  9  1.17652E+01    1.73560E-01   1.54810E-01  -5.61900E-01   1.29920E+00  -1.46850E+00   6.79460E-01
   7 <-  9  1.18521E+01    1.10620E-01   3.76960E-02  -1.25710E-01   2.66940E-01  -2.71120E-01   1.15610E-01
   8 <-  9  1.19021E+01    3.50130E-02   1.72420E-03  -4.53340E-03   7.55180E-03  -4.51050E-03   8.77090E-04
   9 <-  9  1.19127E+01    2.11720E-02   3.97820E-04  -7.62960E-04   7.05670E-04   6.92920E-04  -7.56640E-04
  10 <-  9  1.19221E+01    1.40330E-02   6.75520E-05   6.87540E-05  -5.93390E-04   1.30340E-03  -7.81560E-04
  11 <-  9  1.19288E+01    9.36710E-03  -1.00130E-05   1.76400E-04  -5.75620E-04   9.05860E-04  -4.87710E-04
  12 <-  9  1.19333E+01    6.44930E-03  -1.89670E-05   1.31910E-04  -3.66690E-04   5.14860E-04  -2.63190E-04
  13 <-  9  1.19363E+01    3.88100E-03  -1.02350E-05   5.77380E-05  -1.47960E-04   1.93990E-04  -9.54710E-05
  DE <-  9  1.19367E+01    6.26000E-01   4.57950E-01  -2.34000E+00   4.61310E+00  -3.47310E+00   7.82080E-01
