   v'->v''           0           1           2           3           4           5           6           7           8
           0 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 1.9769e+001 5.0561e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 6.9882e+002 7.5073e+001 8.4013e+000 2.1997e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 1.2365e+003 6.2145e+001 1.8232e+002 1.7184e+002 9.0529e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 1.2332e+002 9.1148e-001 7.1401e+002 1.3877e+002 1.2833e+002 2.9160e-003 0.0000e+000 0.0000e+000 0.0000e+000
          11 2.5426e+002 6.6256e+001 4.4905e+002 1.2808e+001 4.1108e+002 1.2675e+001 3.7903e-002 0.0000e+000 0.0000e+000
          12 7.4809e+002 9.2900e+001 5.5411e+001 2.4356e+002 2.7265e+002 1.4457e+002 3.8982e+000 1.2403e-002 0.0000e+000
          13 5.6667e+002 5.2547e+001 2.4888e+000 2.7733e+002 6.6256e+001 1.8349e+002 5.9344e-001 4.3130e+000 1.6333e-002
