# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=1) -> e + D2(d3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  1  1.35201E+01    4.91540E-02  -4.98870E-02   4.50330E-01  -8.77730E-01   7.93790E-01
   1 <-  1  1.37205E+01    5.62070E-02  -6.40250E-02   5.61500E-01  -1.08730E+00   9.53490E-01
   2 <-  1  1.39132E+01    4.44090E-02  -3.92830E-02   3.36150E-01  -6.47530E-01   5.52810E-01
   3 <-  1  1.40977E+01    2.11910E-02  -8.80960E-03   8.06020E-02  -1.49140E-01   1.29500E-01
   4 <-  1  1.42745E+01    3.49970E-03  -2.28040E-04   2.09520E-03  -3.97690E-03   3.28760E-03
   5 <-  1  1.44436E+01    6.55140E-03  -8.63860E-04   1.16550E-02  -1.75590E-02   1.83370E-02
   6 <-  1  1.46056E+01    2.09990E-02  -8.47030E-03   7.41970E-02  -1.36430E-01   1.16360E-01
   7 <-  1  1.47607E+01    2.85960E-02  -1.55110E-02   1.29970E-01  -2.43980E-01   2.03350E-01
   8 <-  1  1.49089E+01    3.24310E-02  -1.97460E-02   1.61490E-01  -3.06080E-01   2.52130E-01
   9 <-  1  1.50503E+01    3.04140E-02  -1.72360E-02   1.46750E-01  -2.73690E-01   2.29680E-01
  10 <-  1  1.51845E+01    3.11390E-02  -1.79140E-02   1.47000E-01  -2.77340E-01   2.28770E-01
  11 <-  1  1.53117E+01    3.05350E-02  -1.70960E-02   1.36330E-01  -2.58800E-01   2.10430E-01
  12 <-  1  1.54318E+01    2.39590E-02  -1.04700E-02   9.13580E-02  -1.66890E-01   1.40950E-01
  13 <-  1  1.55449E+01    2.31210E-02  -9.68730E-03   8.07730E-02  -1.48900E-01   1.22900E-01
  14 <-  1  1.56509E+01    2.12700E-02  -8.15280E-03   6.66300E-02  -1.22750E-01   1.00070E-01
  15 <-  1  1.57497E+01    1.92630E-02  -6.65250E-03   5.35820E-02  -9.84370E-02   7.94200E-02
  16 <-  1  1.58410E+01    1.69490E-02  -5.12610E-03   4.12520E-02  -7.51910E-02   6.03950E-02
  17 <-  1  1.59246E+01   -2.42390E-06   3.50640E-05   8.78410E-03  -8.39150E-03   1.23050E-02
  18 <-  1  1.60002E+01    1.16810E-02  -2.41840E-03   2.07800E-02  -3.64370E-02   2.98600E-02
  19 <-  1  1.60672E+01    1.03320E-02  -1.88560E-03   1.60100E-02  -2.80680E-02   2.28240E-02
  20 <-  1  1.61248E+01    9.02630E-03  -1.43500E-03   1.20560E-02  -2.11480E-02   1.70860E-02
  21 <-  1  1.61718E+01    7.65730E-03  -1.03010E-03   8.58230E-03  -1.50670E-02   1.21130E-02
  22 <-  1  1.62064E+01    6.14200E-03  -6.61520E-04   5.48190E-03  -9.62900E-03   7.71600E-03
  23 <-  1  1.62297E+01    4.99160E-03  -4.36370E-04   3.60410E-03  -6.33290E-03   5.06470E-03
  24 <-  1  1.62467E+01    4.25890E-03  -3.17380E-04   2.61650E-03  -4.59810E-03   3.67290E-03
  25 <-  1  1.62594E+01    3.61120E-03  -2.28020E-04   1.87780E-03  -3.29980E-03   2.63390E-03
  26 <-  1  1.62685E+01    2.97020E-03  -1.54180E-04   1.26890E-03  -2.22970E-03   1.77900E-03
  27 <-  1  1.62745E+01    2.28290E-03  -9.10470E-05   7.49120E-04  -1.31630E-03   1.04990E-03
  28 <-  1  1.62776E+01    1.44200E-03  -3.63210E-05   2.98780E-04  -5.24980E-04   4.18680E-04
  29 <-  1  1.62784E+01    4.08780E-04  -2.91880E-06   2.40090E-05  -4.21860E-05   3.36430E-05
  DE <-  1  1.62784E+01   -5.77030E-08   1.50720E-03   8.61330E-03   6.66990E-03   7.47980E-03
