# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=3) -> e + D2(Bp1Su) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  3  1.26687E+01    4.37370E-01   4.48080E-01  -1.78350E+00   4.03150E+00  -4.19770E+00   1.76500E+00
   1 <-  3  1.28383E+01    1.53880E-01   6.65410E-02  -2.64460E-01   5.72020E-01  -5.76350E-01   2.32630E-01
   2 <-  3  1.29980E+01    1.14800E-01   2.15000E-02  -9.29080E-02   2.17490E-01  -2.24690E-01   9.31510E-02
   3 <-  3  1.31474E+01    2.22170E-01   1.15300E-01  -4.86450E-01   1.07180E+00  -1.07460E+00   4.27900E-01
   4 <-  3  1.32853E+01    2.02580E-01   1.17380E-01  -4.95160E-01   1.06320E+00  -1.04900E+00   4.07800E-01
   5 <-  3  1.34100E+01    1.27440E-01   6.10930E-02  -2.58310E-01   5.42760E-01  -5.29090E-01   2.01440E-01
   6 <-  3  1.35187E+01    4.82570E-02   1.70890E-02  -7.26650E-02   1.49650E-01  -1.45350E-01   5.45580E-02
   7 <-  3  1.36056E+01    4.31850E-07   6.10260E-04  -2.70240E-03   5.08210E-03  -4.42770E-03   1.44480E-03
   8 <-  3  1.36557E+01    1.29020E-02  -2.11780E-04   8.88130E-04  -1.46080E-03   1.25750E-03  -3.64610E-04
   9 <-  3  1.36663E+01    1.16270E-02  -1.11890E-04   4.70460E-04  -7.10310E-04   5.92400E-04  -1.51710E-04
  10 <-  3  1.36756E+01    1.11190E-02  -6.33440E-05   2.66450E-04  -3.34040E-04   2.52480E-04  -3.89830E-05
  11 <-  3  1.36823E+01    1.00140E-02  -3.19730E-05   1.34310E-04  -1.12260E-04   5.81900E-05   1.94510E-05
  12 <-  3  1.36869E+01    8.78550E-03  -1.54100E-05   6.45310E-05  -1.08730E-05  -2.51710E-05   3.94200E-05
  13 <-  3  1.36899E+01    6.38820E-03  -5.17120E-06   2.15330E-05   1.87760E-05  -3.60810E-05   2.88250E-05
  DE <-  3  1.36903E+01    5.02970E-01   4.87760E-01  -2.45350E+00   5.04260E+00  -4.57510E+00   1.51110E+00
