# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=2) -> e + D2(C1Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  2  1.15980E+01    1.28680E+00   2.51940E+00  -1.65710E+01   3.93720E+01  -3.90210E+01   1.41890E+01
   1 <-  2  1.18041E+01    4.62490E-01   5.33620E-01  -3.21300E+00   7.49700E+00  -7.53280E+00   2.79720E+00
   2 <-  2  1.20017E+01    2.75280E-01   5.68460E-02  -4.30110E-01   1.02770E+00  -9.52550E-01   3.13900E-01
   3 <-  2  1.21911E+01    5.92320E-01   6.44150E-01  -3.94150E+00   9.10980E+00  -8.90930E+00   3.21010E+00
   4 <-  2  1.23722E+01    5.88700E-01   7.72110E-01  -4.56200E+00   1.04580E+01  -1.03280E+01   3.79260E+00
   5 <-  2  1.25454E+01    4.35520E-01   4.23260E-01  -2.49360E+00   5.71210E+00  -5.68070E+00   2.11980E+00
   6 <-  2  1.27104E+01    2.45340E-01   9.27670E-02  -5.86440E-01   1.36750E+00  -1.37280E+00   5.24110E-01
   7 <-  2  1.28675E+01    6.33460E-02  -5.26330E-03   1.57200E-02  -2.47990E-02   1.96180E-02  -4.01320E-03
   8 <-  2  1.30166E+01    5.92400E-02   5.70480E-02  -2.78980E-01   5.98270E-01  -5.84870E-01   2.12980E-01
   9 <-  2  1.31575E+01    1.76170E-01   1.49340E-01  -7.69340E-01   1.67060E+00  -1.62910E+00   5.96510E-01
  10 <-  2  1.32901E+01    2.55630E-01   1.99920E-01  -1.06660E+00   2.33110E+00  -2.26060E+00   8.26140E-01
  11 <-  2  1.34143E+01    3.05640E-01   2.00230E-01  -1.11000E+00   2.44330E+00  -2.35270E+00   8.55030E-01
  12 <-  2  1.35298E+01    3.31920E-01   1.67590E-01  -9.75890E-01   2.16340E+00  -2.05580E+00   7.36060E-01
  13 <-  2  1.36361E+01    3.38860E-01   1.24780E-01  -7.74450E-01   1.73010E+00  -1.61260E+00   5.63310E-01
  14 <-  2  1.37329E+01    3.30610E-01   8.68690E-02  -5.82050E-01   1.31160E+00  -1.19510E+00   4.04400E-01
  15 <-  2  1.38194E+01    3.11260E-01   5.87840E-02  -4.27160E-01   9.70410E-01  -8.63560E-01   2.81710E-01
  16 <-  2  1.38947E+01    2.83800E-01   4.01480E-02  -3.12460E-01   7.14540E-01  -6.23970E-01   1.97110E-01
  17 <-  2  1.39577E+01    2.49980E-01   2.77250E-02  -2.25380E-01   5.17190E-01  -4.45700E-01   1.37390E-01
  18 <-  2  1.40067E+01    2.08770E-01   1.81890E-02  -1.51170E-01   3.46680E-01  -2.95210E-01   8.89790E-02
  DE <-  2  1.40322E+01    7.14670E-01   4.85730E-01  -3.11620E+00   6.73200E+00  -5.82880E+00   1.76890E+00
