# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=5) -> e + D2(C1Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  5  1.06153E+01    6.23130E-01   1.26010E-01  -1.55100E+00   4.02250E+00  -3.93490E+00   1.44190E+00
   1 <-  5  1.08213E+01    1.35820E+00   1.55530E+00  -1.25570E+01   3.13610E+01  -3.14160E+01   1.15770E+01
   2 <-  5  1.10190E+01    5.12010E-01   4.17600E-01  -2.75090E+00   6.57540E+00  -6.62710E+00   2.47900E+00
   3 <-  5  1.12083E+01    8.91690E-01   6.69330E-01  -5.25830E+00   1.28620E+01  -1.25640E+01   4.48280E+00
   4 <-  5  1.13895E+01    1.80190E-01   6.15660E-02  -3.96480E-01   9.42760E-01  -9.42410E-01   3.42700E-01
   5 <-  5  1.15626E+01    4.47170E-01   6.71600E-02  -7.69750E-01   1.96260E+00  -1.85840E+00   6.45230E-01
   6 <-  5  1.17277E+01    6.17530E-01   3.28440E-01  -2.48350E+00   6.00030E+00  -5.81470E+00   2.06720E+00
   7 <-  5  1.18848E+01    4.54010E-01   3.22840E-01  -2.07430E+00   4.87510E+00  -4.80660E+00   1.74750E+00
   8 <-  5  1.20338E+01    1.79160E-01   1.10620E-01  -6.30100E-01   1.44520E+00  -1.44740E+00   5.36940E-01
   9 <-  5  1.21747E+01    5.53090E-02  -6.15630E-03   2.60290E-02  -5.55670E-02   5.92810E-02  -2.36620E-02
  10 <-  5  1.23074E+01    2.27670E-01   3.13630E-02  -2.50510E-01   5.95990E-01  -5.49510E-01   1.82870E-01
  11 <-  5  1.24316E+01    3.15650E-01   1.16140E-01  -7.62510E-01   1.76750E+00  -1.68680E+00   5.90190E-01
  12 <-  5  1.25470E+01    3.42800E-01   1.61600E-01  -1.02130E+00   2.34790E+00  -2.25060E+00   7.93150E-01
  13 <-  5  1.26534E+01    3.28970E-01   1.56520E-01  -9.78210E-01   2.24060E+00  -2.14940E+00   7.59570E-01
  14 <-  5  1.27502E+01    2.91160E-01   1.23800E-01  -7.72250E-01   1.76690E+00  -1.69780E+00   6.02550E-01
  15 <-  5  1.28366E+01    2.42600E-01   8.55320E-02  -5.34490E-01   1.22360E+00  -1.17960E+00   4.21520E-01
  16 <-  5  1.29120E+01    1.92350E-01   5.35190E-02  -3.35380E-01   7.69500E-01  -7.46320E-01   2.69580E-01
  17 <-  5  1.29750E+01    1.46150E-01   3.05600E-02  -1.92400E-01   4.42650E-01  -4.32030E-01   1.57780E-01
  18 <-  5  1.30240E+01    1.05950E-01   1.57110E-02  -9.96360E-02   2.29810E-01  -2.25380E-01   8.30360E-02
  DE <-  5  1.30494E+01    9.19530E-01   1.05670E+00  -7.20850E+00   1.64020E+01  -1.55780E+01   5.26630E+00
