# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=5) -> e + D2(Bp1Su) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  5  1.20278E+01    3.40330E-01   2.28100E-01  -8.56280E-01   2.12630E+00  -2.40510E+00   1.11600E+00
   1 <-  5  1.21974E+01    3.07330E-01   2.89290E-01  -1.09530E+00   2.54790E+00  -2.79700E+00   1.24830E+00
   2 <-  5  1.23572E+01    2.25240E-01   8.30050E-02  -3.20690E-01   7.59440E-01  -8.01910E-01   3.46340E-01
   3 <-  5  1.25065E+01    6.85330E-02   1.67400E-02  -6.52400E-02   1.52930E-01  -1.69040E-01   7.51090E-02
   4 <-  5  1.26444E+01    2.17040E-01   9.69920E-02  -3.91180E-01   9.08530E-01  -9.54940E-01   4.04400E-01
   5 <-  5  1.27692E+01    1.96820E-01   8.25870E-02  -3.40300E-01   7.69160E-01  -7.85760E-01   3.21810E-01
   6 <-  5  1.28779E+01    1.05480E-01   3.13720E-02  -1.30740E-01   2.83910E-01  -2.83020E-01   1.12220E-01
   7 <-  5  1.29647E+01    2.17570E-02   4.49020E-03  -1.88500E-02   3.87860E-02  -3.81230E-02   1.47020E-02
   8 <-  5  1.30148E+01    4.98720E-03  -6.97090E-05   2.80400E-04  -4.75540E-04   4.33340E-04  -1.52430E-04
   9 <-  5  1.30254E+01    7.41360E-03  -9.17040E-05   3.75480E-04  -6.25020E-04   5.73590E-04  -1.97760E-04
  10 <-  5  1.30348E+01    8.49310E-03  -7.48840E-05   3.05540E-04  -4.58980E-04   4.07730E-04  -1.30080E-04
  11 <-  5  1.30415E+01    8.31600E-03  -4.87550E-05   1.97310E-04  -2.53080E-04   2.11200E-04  -5.70770E-05
  12 <-  5  1.30460E+01    7.62880E-03  -3.00420E-05   1.20300E-04  -1.23200E-04   9.13010E-05  -1.54980E-05
  13 <-  5  1.30490E+01    5.68850E-03  -1.31400E-05   5.20330E-05  -3.92750E-05   2.25990E-05   1.99130E-06
  DE <-  5  1.30494E+01    5.46000E-01   4.73950E-01  -2.47980E+00   5.14260E+00  -4.60400E+00   1.49130E+00
