# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=5) -> e + D2(c3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  5  1.00945E+01    9.56560E-02  -1.83880E-01   1.35770E+00  -2.60420E+00   2.15020E+00
   1 <-  5  1.03031E+01    2.24670E-01  -1.00130E+00   7.28810E+00  -1.39310E+01   1.13190E+01
   2 <-  5  1.05041E+01    7.26540E-02  -1.04970E-01   8.33670E-01  -1.55820E+00   1.31570E+00
   3 <-  5  1.06975E+01    1.28490E-01  -3.22090E-01   2.55080E+00  -4.66260E+00   3.89260E+00
   4 <-  5  1.08834E+01    3.10890E-02  -1.84480E-02   1.49140E-01  -2.62440E-01   2.12300E-01
   5 <-  5  1.10620E+01    7.30210E-02  -1.01440E-01   7.24610E-01  -1.35660E+00   1.07190E+00
   6 <-  5  1.12335E+01    1.12540E-01  -2.37690E-01   1.67910E+00  -3.10470E+00   2.39720E+00
   7 <-  5  1.13980E+01    8.73790E-02  -1.42090E-01   1.00700E+00  -1.84010E+00   1.40690E+00
   8 <-  5  1.15554E+01    3.59180E-02  -2.39310E-02   1.72490E-01  -3.09260E-01   2.34780E-01
   9 <-  5  1.17058E+01    1.17350E-02  -2.47130E-03   1.77450E-02  -3.29020E-02   2.58130E-02
  10 <-  5  1.18490E+01    4.67600E-02  -3.93910E-02   2.80250E-01  -5.04120E-01   3.80940E-01
  11 <-  5  1.19856E+01    4.00600E-05   6.81740E-02  -5.42610E-01   1.58670E+00  -1.09520E+00
  12 <-  5  1.21152E+01    6.67640E-02  -7.92220E-02   5.75480E-01  -1.00800E+00   7.53440E-01
  13 <-  5  1.22377E+01    6.26920E-02  -6.92270E-02   5.01510E-01  -8.70030E-01   6.43120E-01
  14 <-  5  1.23526E+01    5.09580E-02  -4.53800E-02   3.37100E-01  -5.74130E-01   4.24160E-01
  15 <-  5  1.24599E+01    8.28510E-06   1.75470E-02  -1.09830E-01   3.66950E-01  -2.41770E-01
  16 <-  5  1.25594E+01    2.60420E-02  -1.16140E-02   9.14590E-02  -1.48660E-01   1.08570E-01
  17 <-  5  1.26507E+01    1.51350E-02  -3.85310E-03   3.25390E-02  -5.03590E-02   3.62880E-02
  18 <-  5  1.27335E+01    4.77390E-03  -3.47870E-04   5.18040E-03  -6.18390E-03   4.37350E-03
  19 <-  5  1.28074E+01    4.53600E-07   2.24060E-05   9.66740E-05   2.55340E-04  -3.69060E-04
  20 <-  5  1.28717E+01    5.01730E-03  -4.53230E-04   2.70480E-03  -5.48180E-03   4.13220E-03
  21 <-  5  1.29261E+01    8.60300E-03  -1.29550E-03   8.11860E-03  -1.52800E-02   1.12750E-02
  22 <-  5  1.29697E+01    9.33860E-03  -1.51840E-03   1.00950E-02  -1.83870E-02   1.37560E-02
  23 <-  5  1.30025E+01    9.55050E-03  -1.57670E-03   1.04970E-02  -1.88860E-02   1.39630E-02
  24 <-  5  1.30244E+01    8.27960E-03  -1.18110E-03   7.91310E-03  -1.41310E-02   1.04150E-02
  25 <-  5  1.30371E+01    6.34990E-03  -6.93500E-04   4.66050E-03  -8.29120E-03   6.10100E-03
  26 <-  5  1.30436E+01    4.57240E-03  -3.59270E-04   2.41780E-03  -4.29360E-03   3.15680E-03
  27 <-  5  1.30468E+01    3.22910E-03  -1.79110E-04   1.20620E-03  -2.14020E-03   1.57300E-03
  28 <-  5  1.30483E+01    2.21040E-03  -8.39080E-05   5.65250E-04  -1.00250E-03   7.36690E-04
  29 <-  5  1.30490E+01    1.43730E-03  -3.54740E-05   2.39000E-04  -4.23810E-04   3.11400E-04
  30 <-  5  1.30493E+01    8.85620E-04  -1.34680E-05   9.07450E-05  -1.60910E-04   1.18220E-04
  DE <-  5  1.30494E+01    4.20990E-06   3.54840E-01  -2.42530E+00   8.06870E+00  -6.08490E+00
