# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=8) -> e + D2(C1Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  8  9.75965E+00    2.51260E-02   6.30790E-04  -3.61800E-03   9.58280E-03  -9.98400E-03   3.40650E-03
   1 <-  8  9.96569E+00    1.21550E-01   2.05020E-01  -1.17350E+00   2.84700E+00  -3.08880E+00   1.24440E+00
   2 <-  8  1.01633E+01    7.29510E-01   1.67640E+00  -1.03830E+01   2.52470E+01  -2.68420E+01   1.06770E+01
   3 <-  8  1.03527E+01    1.31940E+00   3.67020E+00  -2.40110E+01   5.90280E+01  -6.22200E+01   2.44660E+01
   4 <-  8  1.05339E+01    4.06830E-01   5.33500E-01  -3.27970E+00   7.99660E+00  -8.50620E+00   3.37290E+00
   5 <-  8  1.07070E+01    8.25700E-01   1.30460E+00  -8.47940E+00   2.05240E+01  -2.11540E+01   8.07900E+00
   6 <-  8  1.08721E+01    1.63290E-01  -3.41720E-02   1.13750E-01  -2.29530E-01   2.72000E-01  -1.23560E-01
   7 <-  8  1.10291E+01    4.44090E-01   5.27920E-01  -3.16950E+00   7.46630E+00  -7.63300E+00   2.90430E+00
   8 <-  8  1.11782E+01    6.05970E-01   4.05010E-01  -2.92020E+00   7.06750E+00  -6.98590E+00   2.53750E+00
   9 <-  8  1.13191E+01    3.92340E-01   4.71610E-02  -6.06870E-01   1.57530E+00  -1.47950E+00   4.92960E-01
  10 <-  8  1.14517E+01    5.05270E-02  -4.16350E-03   1.30990E-02  -2.31730E-02   2.57170E-02  -1.16190E-02
  11 <-  8  1.15759E+01    2.25320E-01   3.77270E-02  -2.92600E-01   7.01700E-01  -6.73190E-01   2.39690E-01
  12 <-  8  1.16914E+01    3.75790E-01   5.77160E-02  -5.93370E-01   1.48010E+00  -1.38470E+00   4.70250E-01
  13 <-  8  1.17978E+01    4.05210E-01   7.16860E-02  -7.18480E-01   1.79140E+00  -1.68090E+00   5.70140E-01
  14 <-  8  1.18945E+01    3.55190E-01   8.32260E-02  -6.96250E-01   1.70390E+00  -1.63180E+00   5.69160E-01
  15 <-  8  1.19810E+01    2.70200E-01   7.74910E-02  -5.51180E-01   1.31760E+00  -1.28450E+00   4.59330E-01
  16 <-  8  1.20563E+01    1.81680E-01   5.67670E-02  -3.58670E-01   8.38490E-01  -8.27420E-01   3.01020E-01
  17 <-  8  1.21194E+01    1.06450E-01   3.35980E-02  -1.94430E-01   4.46360E-01  -4.45580E-01   1.64740E-01
  18 <-  8  1.21683E+01    5.14300E-02   1.60270E-02  -8.68860E-02   1.96700E-01  -1.98560E-01   7.45190E-02
  DE <-  8  1.21938E+01    1.03420E+00   1.39110E+00  -1.03750E+01   2.51810E+01  -2.59010E+01   9.70960E+00
