# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=0) -> e + D2(C1Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  0  1.23259E+01    4.70900E-01   4.21260E-01  -2.52970E+00   5.79380E+00  -5.67710E+00   2.07010E+00
   1 <-  0  1.25320E+01    6.83670E-01   8.98110E-01  -5.32450E+00   1.21200E+01  -1.18540E+01   4.33050E+00
   2 <-  0  1.27296E+01    7.71920E-01   1.06800E+00  -6.33350E+00   1.43290E+01  -1.38950E+01   5.03920E+00
   3 <-  0  1.29189E+01    7.71250E-01   9.62950E-01  -5.76480E+00   1.30270E+01  -1.25620E+01   4.53510E+00
   4 <-  0  1.31001E+01    7.21880E-01   7.15000E-01  -4.38670E+00   9.91330E+00  -9.45040E+00   3.36550E+00
   5 <-  0  1.32732E+01    6.47940E-01   4.64520E-01  -2.97470E+00   6.74750E+00  -6.34200E+00   2.21570E+00
   6 <-  0  1.34383E+01    5.64610E-01   2.75500E-01  -1.88150E+00   4.31400E+00  -4.01300E+00   1.37930E+00
   7 <-  0  1.35954E+01    4.84220E-01   1.44300E-01  -1.10020E+00   2.55950E+00  -2.33440E+00   7.76920E-01
   8 <-  0  1.37444E+01    4.09950E-01   6.68000E-02  -6.11410E-01   1.45420E+00  -1.29530E+00   4.13390E-01
   9 <-  0  1.38853E+01    3.43480E-01   2.67970E-02  -3.31620E-01   8.12680E-01  -7.06340E-01   2.14870E-01
  10 <-  0  1.40180E+01    2.85480E-01   8.91320E-03  -1.80970E-01   4.56780E-01  -3.85480E-01   1.10420E-01
  11 <-  0  1.41422E+01    2.35600E-01   2.93280E-03  -1.05330E-01   2.68430E-01  -2.18350E-01   5.79550E-02
  12 <-  0  1.42577E+01    1.92730E-01   2.99570E-03  -7.24450E-02   1.79210E-01  -1.43320E-01   3.69980E-02
  13 <-  0  1.43640E+01    1.56170E-01   5.08290E-03  -5.96490E-02   1.38980E-01  -1.12630E-01   3.04480E-02
  14 <-  0  1.44608E+01    1.25270E-01   7.09290E-03  -5.41110E-02   1.18770E-01  -9.87750E-02   2.85640E-02
  15 <-  0  1.45473E+01    9.94810E-02   8.12640E-03  -4.93740E-02   1.03490E-01  -8.76730E-02   2.65210E-02
  16 <-  0  1.46226E+01    7.79830E-02   8.16110E-03  -4.37160E-02   8.89540E-02  -7.65670E-02   2.39690E-02
  17 <-  0  1.46856E+01    6.00650E-02   7.27680E-03  -3.62860E-02   7.25330E-02  -6.32080E-02   2.02740E-02
  18 <-  0  1.47346E+01    4.47470E-02   5.59590E-03  -2.67860E-02   5.30060E-02  -4.66100E-02   1.52010E-02
  DE <-  0  1.47600E+01    6.27430E-02   8.25240E-02  -3.67280E-01   7.24700E-01  -6.65270E-01   2.29740E-01
