# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=9) -> e + H2(d3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  9  1.02436E+01    2.78810E-07  -5.65170E-08   1.01870E-06  -2.87950E-06   2.22090E-06
   1 <-  9  1.05222E+01    2.85520E-04  -2.36010E-06   2.09310E-05  -4.65210E-05   3.02260E-05
   2 <-  9  1.07852E+01    2.14710E-04  -1.42240E-06   1.33810E-05  -3.12070E-05   2.12650E-05
   3 <-  9  1.10327E+01    8.84500E-03  -1.83260E-03   2.17770E-02  -4.17810E-02   4.10410E-02
   4 <-  9  1.12653E+01    4.60470E-02  -5.04190E-02   5.13640E-01  -1.10080E+00   1.08470E+00
   5 <-  9  1.14838E+01    6.17640E-02  -9.05000E-02   8.97460E-01  -1.94360E+00   1.92670E+00
   6 <-  9  1.16882E+01    6.24600E-03  -9.71840E-04   8.79490E-03  -2.23060E-02   2.46460E-02
   7 <-  9  1.18789E+01    2.75640E-02  -1.75160E-02   1.64920E-01  -3.56180E-01   3.41960E-01
   8 <-  9  1.20557E+01    2.89000E-02  -1.92950E-02   1.80880E-01  -3.93940E-01   3.89050E-01
   9 <-  9  1.22186E+01    1.62600E-02  -6.11250E-03   5.48460E-02  -1.22800E-01   1.21060E-01
  10 <-  9  1.23672E+01    6.21540E-04  -5.74470E-06   4.38170E-05  -1.53010E-04   1.88640E-04
  11 <-  9  1.25011E+01    9.88980E-03  -2.13720E-03   2.04540E-02  -4.20710E-02   3.98800E-02
  12 <-  9  1.26197E+01    1.58690E-02  -5.53310E-03   5.02560E-02  -1.06310E-01   1.00120E-01
  13 <-  9  1.27219E+01    1.75120E-02  -6.71770E-03   5.94900E-02  -1.26880E-01   1.18310E-01
  14 <-  9  1.28060E+01    1.62050E-02  -5.72950E-03   4.99530E-02  -1.06780E-01   9.87200E-02
  15 <-  9  1.28689E+01    1.30430E-02  -3.69930E-03   3.19690E-02  -6.82980E-02   6.27680E-02
  16 <-  9  1.29076E+01    9.43560E-03  -1.93190E-03   1.66320E-02  -3.54770E-02   3.25050E-02
  17 <-  9  1.29313E+01    7.49050E-03  -1.21600E-03   1.04530E-02  -2.22620E-02   2.03670E-02
  18 <-  9  1.29469E+01    5.75450E-03  -7.17180E-04   6.17040E-03  -1.31160E-02   1.20010E-02
  19 <-  9  1.29559E+01    3.99980E-03  -3.46300E-04   2.97550E-03  -6.32270E-03   5.77870E-03
  20 <-  9  1.29593E+01    1.62930E-03  -5.74470E-05   4.93210E-04  -1.04810E-03   9.57270E-04
  DE <-  9  1.29595E+01    2.58630E-02  -2.51080E-03   1.88990E-01   2.74790E-01  -4.54820E-01
