# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=6) -> e + D2(Bp1Su) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  6  1.17286E+01    1.93140E-01   1.37480E-01  -5.01840E-01   1.21770E+00  -1.40680E+00   6.62010E-01
   1 <-  6  1.18982E+01    3.78220E-01   4.65070E-01  -1.72130E+00   4.12710E+00  -4.70520E+00   2.18900E+00
   2 <-  6  1.20580E+01   -8.07150E-06   1.56410E-02  -5.70500E-02   1.22930E-01  -1.37890E-01   6.44500E-02
   3 <-  6  1.22073E+01    2.64580E-01   1.85890E-01  -6.95210E-01   1.64020E+00  -1.81680E+00   8.20340E-01
   4 <-  6  1.23452E+01    1.89390E-01   2.86110E-02  -1.05880E-01   2.92090E-01  -3.23990E-01   1.49220E-01
   5 <-  6  1.24700E+01   -2.13310E-07   1.89700E-03  -6.83960E-03   1.33110E-02  -1.35390E-02   5.92800E-03
   6 <-  6  1.25787E+01    1.17280E-01   4.43380E-02  -1.75740E-01   3.98050E-01  -4.22560E-01   1.80020E-01
   7 <-  6  1.26655E+01    1.46110E-01   4.59980E-02  -1.85730E-01   4.27790E-01  -4.47850E-01   1.88410E-01
   8 <-  6  1.27156E+01    8.32060E-02   1.34220E-02  -5.47800E-02   1.26150E-01  -1.30570E-01   5.43030E-02
   9 <-  6  1.27262E+01    6.10500E-02   7.12360E-03  -2.91370E-02   6.70360E-02  -6.92050E-02   2.87010E-02
  10 <-  6  1.27355E+01    5.03570E-02   4.79390E-03  -1.96440E-02   4.51450E-02  -4.64870E-02   1.92280E-02
  11 <-  6  1.27422E+01    4.12980E-02   3.20390E-03  -1.31460E-02   3.01850E-02  -3.10280E-02   1.28090E-02
  12 <-  6  1.27468E+01    3.41420E-02   2.18180E-03  -8.96000E-03   2.05600E-02  -2.11070E-02   8.70200E-03
  13 <-  6  1.27498E+01    2.39220E-02   1.06860E-03  -4.39100E-03   1.00710E-02  -1.03300E-02   4.25500E-03
  DE <-  6  1.27502E+01    5.54110E-01   4.89690E-01  -2.58900E+00   5.41790E+00  -4.89000E+00   1.60530E+00
