# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=7) -> e + D2(C1Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  7  1.00306E+01    6.27920E-02   3.24270E-02  -1.90540E-01   4.64260E-01  -4.97640E-01   1.95780E-01
   1 <-  7  1.02367E+01    5.28670E-01   4.55660E-01  -3.15280E+00   7.80790E+00  -8.20110E+00   3.22240E+00
   2 <-  7  1.04343E+01    1.22680E+00   2.75230E+00  -1.83590E+01   4.50880E+01  -4.71780E+01   1.84170E+01
   3 <-  7  1.06236E+01    8.72510E-01   1.61380E+00  -1.03750E+01   2.52190E+01  -2.62740E+01   1.01760E+01
   4 <-  7  1.08048E+01    7.04500E-01   2.15830E-01  -2.29740E+00   5.88920E+00  -5.70570E+00   1.99810E+00
   5 <-  7  1.09779E+01    2.61380E-01   3.58670E-01  -2.00750E+00   4.67270E+00  -4.84780E+00   1.88240E+00
   6 <-  7  1.11430E+01    7.11230E-01   5.07020E-01  -3.76190E+00   9.13820E+00  -9.00870E+00   3.26620E+00
   7 <-  7  1.13001E+01    5.00740E-01   4.39220E-02  -8.11280E-01   2.15030E+00  -1.97780E+00   6.37870E-01
   8 <-  7  1.14491E+01    4.21310E-02  -3.61580E-03   1.26720E-02  -2.33690E-02   2.41800E-02  -1.00890E-02
   9 <-  7  1.15900E+01    3.12890E-01   5.86840E-02  -5.02290E-01   1.22430E+00  -1.16520E+00   4.09320E-01
  10 <-  7  1.17227E+01    4.65400E-01   1.10860E-01  -1.02900E+00   2.54250E+00  -2.40370E+00   8.27460E-01
  11 <-  7  1.18469E+01    4.40770E-01   1.56000E-01  -1.21050E+00   2.92880E+00  -2.82340E+00   9.95750E-01
  12 <-  7  1.19624E+01    3.20130E-01   1.49580E-01  -9.78360E-01   2.30860E+00  -2.27880E+00   8.29490E-01
  13 <-  7  1.20687E+01    1.75990E-01   8.93390E-02  -5.18210E-01   1.19310E+00  -1.19470E+00   4.43350E-01
  14 <-  7  1.21655E+01    4.38550E-02   2.82140E-02  -1.47310E-01   3.31560E-01  -3.38320E-01   1.28640E-01
  15 <-  7  1.22520E+01    2.74600E-02  -2.23980E-03   9.87580E-03  -2.09760E-02   2.18090E-02  -8.53180E-03
  16 <-  7  1.23273E+01    9.25200E-02  -3.23750E-03   8.13480E-04   5.64830E-03   3.32460E-03  -5.49650E-03
  17 <-  7  1.23903E+01    1.20420E-01   8.10720E-03  -6.65670E-02   1.60070E-01  -1.47840E-01   4.92150E-02
  18 <-  7  1.24393E+01    1.22470E-01   1.60150E-02  -1.06670E-01   2.48780E-01  -2.37330E-01   8.29330E-02
  DE <-  7  1.24647E+01    1.05390E+00   1.55120E+00  -1.08730E+01   2.57500E+01  -2.58700E+01   9.46290E+00
