# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=4) -> e + D2(Bp1Su) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  4  1.23411E+01    4.36020E-01   3.62010E-01  -1.40580E+00   3.34460E+00  -3.62040E+00   1.60090E+00
   1 <-  4  1.25107E+01    9.08430E-02   3.29240E-02  -1.27540E-01   2.89850E-01  -3.11620E-01   1.35340E-01
   2 <-  4  1.26705E+01    2.86990E-01   1.83870E-01  -7.35780E-01   1.68160E+00  -1.75760E+00   7.42730E-01
   3 <-  4  1.28198E+01    1.89590E-01   7.73060E-02  -3.14120E-01   7.05020E-01  -7.21860E-01   2.98110E-01
   4 <-  4  1.29577E+01    1.89940E-02   8.58210E-04  -3.40030E-03   7.19440E-03  -7.28310E-03   3.02910E-03
   5 <-  4  1.30825E+01    1.00500E-01   2.45270E-02  -1.02620E-01   2.25320E-01  -2.24480E-01   8.87820E-02
   6 <-  4  1.31912E+01    1.45460E-01   5.62280E-02  -2.35460E-01   5.08820E-01  -5.03260E-01   1.97170E-01
   7 <-  4  1.32781E+01    1.34940E-01   5.18870E-02  -2.17580E-01   4.65140E-01  -4.57100E-01   1.77440E-01
   8 <-  4  1.33281E+01    7.15600E-02   1.51910E-02  -6.37650E-02   1.35540E-01  -1.32720E-01   5.12350E-02
   9 <-  4  1.33388E+01    5.20110E-02   8.09680E-03  -3.39960E-02   7.21820E-02  -7.06280E-02   2.72360E-02
  10 <-  4  1.33481E+01    4.26090E-02   5.47470E-03  -2.29910E-02   4.87670E-02  -4.76840E-02   1.83680E-02
  11 <-  4  1.33548E+01    3.48000E-02   3.67320E-03  -1.54290E-02   3.27040E-02  -3.19660E-02   1.23050E-02
  12 <-  4  1.33594E+01    2.87000E-02   2.50850E-03  -1.05380E-02   2.23280E-02  -2.18180E-02   8.39550E-03
  13 <-  4  1.33623E+01    2.00820E-02   1.23090E-03  -5.17120E-03   1.09530E-02  -1.07000E-02   4.11550E-03
  DE <-  4  1.33627E+01    4.96220E-01   5.14740E-01  -2.61950E+00   5.46770E+00  -5.10710E+00   1.76520E+00
